date,year,month,day,day_of_week,week_of_year,season,workout_type,minutes,minutes_raw,miles,pace_min_per_mile,comments,extras,is_race,race_name,race_distance,race_time,source_file
2006-08-12,2006,8,12,Saturday,32,summer,run,41.83,41:50,5.0,8.366,,,0,,,,summer06log.html
2006-08-13,2006,8,13,Sunday,32,summer,run,34.57,34:34,4.0,8.6425,"headed out with another counselor for a little extra mileage today... it is hilly absolutely everywhere here. It's fun though, to be around so many runners and a bunch of other very good collegiate runners who are also into mileage",,0,,,,summer06log.html
2006-08-13,2006,8,13,Sunday,32,summer,run,,,3.0,,"Led the C group on intervals, which consisted of a warmup lap along the 1000m loop, 3 intervals, and a cooldown lap. The pace for me, obviously, was not interval pace, as we came through in about 5:45 for most of them. There was one pretty fatty three-staged hill along the loop though, and with the altitude I was sucking air a little bit.",drills,0,,,,summer06log.html
2006-08-14,2006,8,14,Monday,33,summer,run,37.42,37:25,4.5,8.3156,"ok, PM is really a misnomer here, because I headed out with Becky, Katie and Olga (some of the other counselors) right after breakfast, around 10:15. Runs here at camp are at around 6:45, so really this was like... I don't know, part of the first run? Anyway, for lack of better options, we headed out Ernie Mac again, but I got a little farther this time since I was running with the other counselors. Felt good to get moving at a normal pace, although I'm still having a bit of difficulty with the hills and the altitude... there is nowhere flat to run here whatsoever.","pushups, some core",0,,,,summer06log.html
2006-08-14,2006,8,14,Monday,33,summer,run,,,4.0,,"another one with the C group, out along the Ernie Maxwell trail. It's all uphill out, all downhill back, which is better than the reverse, I guess. We went for about 35 minutes, but I don't want to call it much more than 4 miles, even with the downhill",,0,,,,summer06log.html
2006-08-15,2006,8,15,Tuesday,33,summer,run,58.23,58:14,7.0,8.3186,"I switched up groups today, running a point-to-point with the B group, out to some park down the hill, which both A and B did today. This was a good run for many reasons... one, it was really pretty, two, I ran long enough and at a decent enough pace to just run once today, and three, it was cumulatively downhill. We even found a flat, grassy field to do strides on, even though I got smoked by the high schoolers. But hey, I'm never gonna run a 2:13 or a 4:56 (unless it's a 1500, hah) so I won't expect too much.","situps, abs",0,,,,summer06log.html
2006-08-16,2006,8,16,Wednesday,33,summer,run,27.42,27:25,3.5,7.8343,"Kelsey (a counselor) needed an afternoon buddy, and I could use the mileage, so I obliged, even though this morning was a pretty solid effort. I'm going to have a lot of unecessary doubles this week, but I don't think it matters, I feel like I'm getting in shape up here.",,0,,,,summer06log.html
2006-08-16,2006,8,16,Wednesday,33,summer,run,61.88,61:53,7.0,8.84,"Got the B group again today, this time up in front helping lead a fartlek. We were back to Ernie Mac, which made the first three (of 5) pickups pretty intense. We were doing about 3 minutes on, 2 minutes off, and I let two girls in front of me to set whatever pace was best for them. It was pretty managable for me, not a full tempo effort, but nice to be working a little harder. Coming back we were at about 45 minutes, so I added on some loops around camp with Becky...I know we're here for the kids this week, but I obviously still have my own running on my mind",,0,,,,summer06log.html
2006-08-17,2006,8,17,Thursday,33,summer,run,71.77,71:46,9.0,7.9744,"got home at 12:30 and after sitting around, quasi-unpacking, I went for my real run around 2 pm. I started off feeling amazing, since I can actually breathe here, and headed toward the bike path for some relative flatness. Timed the first mile on the path at 7:45, and got to the end, which is just over two miles, in just under 16. Nothing spectacular, but probably faster than I've run all summer... I just really had trouble getting going after (or sometimes during) work. I kept the rest of the run at almost the same pace, although with a little more effort over the last half, adding on through Palacio and other parts of the neighborhood. Anyway, with all the squeezing in runs, I managed to put in 44 miles through today, so looks like I should be able to make it to 65 again this week. Back to campus on Sunday, wow.",,0,,,,summer06log.html
2006-08-17,2006,8,17,Thursday,33,summer,run,,,2.0,,"ok, so the morning run really wasn't, but hey two miles is two miles. Today was the last day of camp and everyone was leaving right after breakfast, so there wasn't any real running, just a little wrap-up thing.",,0,,,,summer06log.html
2006-08-18,2006,8,18,Friday,33,summer,run,96.55,1:36:33,12.0,8.0458,"I wanted to go to the beach to run but didn't have a car this morning, so I just started running there without really a plan for route or distance. Went over Del Mar Heights Rd, down to the state beach through the Torrey Pines extension by Del Mar Hills elementary. Ran north up along the cliffs for a while, up to like 8th or 9th st., then turned around and came back the same way. On the way back, I detoured over to the track and ran 800m at 6 minute pace. I was thinking I'd do a hard mile at first but I was still sleepy and not in the mood to actually push myself.",,0,,,,summer06log.html
2006-08-19,2006,8,19,Saturday,33,summer,run,72.5,72:30,9.0,8.0556,"Ran Broken Hills all the way south to UCSD, hitting Guy Fleming on the way down. Logic would have normally told me to run north this morning and let my legs recover on the flat a bit, but I actually like Broken Hills, and I figure that it wouldn't kill me to run one more hill before I leave tomorrow and run essentially flat runs for the last nine months of my running career. I really can't believe that I'm coming up on my senior season, and that practice starts Monday. I'm pumped to see the team and everyone again though. Today wraps up my second 65 mile week, and I'm feeling good, although this week was a little weird as far as doubles and squeezing miles in at camp. Well worth it though.",,0,,,,summer06log.html
2006-08-21,2006,8,21,Monday,34,fall,run,54.57,54:34,7.5,7.276,"We have new instructions for pace this year, which is to average 1:15 per mile slower than race pace, but the average can include a slightly slow 1/2 mile or so in the beginning, and should also inlude a 1-2 mile harder effort at the end of every run (excluding, of course, days of extreme fatigue, etc.). So today, of course, the typical ""omigoodness we're all back together"" effect was compounded by this new instruction, and we ended up going a little ridiculous. No real harm done, I suppose, as long as things settle down.",Bench maxes,0,,,,fall06log.html
2006-08-21,2006,8,21,Monday,34,fall,run,,,3.0,,First day back on campus. I took yesterday off for travel and general recovery. This morning was just an easy Longfellow loop with half a dozen girls or so.,"Chin-up maxes, abs, lunges",0,,,,fall06log.html
2006-08-22,2006,8,22,Tuesday,34,fall,run,51.03,51:02,6.5,7.8508,"The groups split up today, so we weren't running as hard. Wandered around the Downtown Crossing/Aquarium area, showing the freshmen around a bit.",,0,,,,fall06log.html
2006-08-22,2006,8,22,Tuesday,34,fall,run,,,3.0,,,,0,,,,fall06log.html
2006-08-23,2006,8,23,Wednesday,34,fall,run,,(60),8.0,,"Grass loops. Pretty solid pacing, at least according to the new instructions. Set off with a sizeable group that slowly dwindles to Adrieene, Jessie and I, then just Jessie and I for all 9 loops. 7:06, 6:56, 6:57, 6:48, 6:44, 6:45, 6:45, 6:36, 6:08",AM aquajogging,0,,,,fall06log.html
2006-08-24,2006,8,24,Thursday,34,fall,run,,,7.0,,"The team drove out to Franklin Park this afternoon, so we ran the course and then wandered around the golf-course side for a while.",,0,,,,fall06log.html
2006-08-24,2006,8,24,Thursday,34,fall,run,,,4.0,,,lifting,0,,,,fall06log.html
2006-08-25,2006,8,25,Friday,34,fall,pre-meet,,,6.0,,,,0,,,,fall06log.html
2006-08-26,2006,8,26,Saturday,34,fall,time-trial,,,6.0,,"12:03 for the 3200, with a 6:05 first mile, I think, and must be 5:58 for the second. I was 5th on the team again, like last year, but about 30 seconds faster and with way more people within 10 seconds either way of me. This bodes well for the season, I think. In any case, I'm happy that with today, not only with the pacing and the time, but the effort level that it required was much more comfortable than I remember last year being. I'm definitely pumped about today both for myself and everyone else. Cross our fingers for minimal injuries.",,0,,,,fall06log.html
2006-08-27,2006,8,27,Sunday,34,fall,long run,100.28,1:40:17,12.0,8.3567,"Drove out to Newton by myself just because I've got the time now to avoid bridge loops, and got in some miles on the dirt along the Comm Ave. median.",,0,,,,fall06log.html
2006-08-28,2006,8,28,Monday,35,fall,run,65.43,65:26,8.5,7.6976,"Jamaica Pond, the grass way. My group now is Rachel, Adrienne, Jacqui and Karen, but Karen was in the pool. We started off easy, but got moving a bit once we got past Longwood, trying to settle into the pace window. Adrienne and Jacqui dropped back at that point, and Rachel and I just kept lightly pushing the whole way. Everything was pretty smooth, we actually got moving pretty fast around the pond (10:30, about 7:30 pace), but coming back we both started falling apart a bit just before the BU bridge.",lifting... gosh I was beat today. Maybe the 6am wakeup...,0,,,,fall06log.html
2006-08-28,2006,8,28,Monday,35,fall,run,,,3.0,,"For whatever reason I woke up at 6:30 this morning, no alarm or anything, and after not being able to fall back asleep, I went out for a run around 7:15, since we have an early afternoon practice anyway. Nothing special, but I did see a Colby alum out along the river.",,0,,,,fall06log.html
2006-08-29,2006,8,29,Tuesday,35,fall,run,,,4.0,,"took a nap in the late afternoon and woke up in my running clothes around 5:15, then headed out for a casual, somewhat groggy 4 miles. Nothing special except that over by the Royal Sonesta, I ran by a dead fish just sort of chillin in the grass. It wasn't rotting or anything, and it looked more like a fish tank display fish than any food fish, so it was really random.",,0,,,,fall06log.html
2006-08-29,2006,8,29,Tuesday,35,fall,run,48.58,48:35,6.5,7.4738,"we're on a weird schedule to accomodate orientation, so the official practice was in the morning. Ran with the whole group today, feeling pretty tight/tired at the start but I guess we got moving. The run was probably just under 6.5, which puts us right in the target 7:35 pace.",sprint drills,0,,,,fall06log.html
2006-08-30,2006,8,30,Wednesday,35,fall,run,59.27,59:16,8.0,7.4088,"grass loops. Another morning practice and I was really tired today... more sleepy than anything though, but I just didn't really have the energy to focus on staying with my group. About halfway through, though, I woke up a bit and I guess in the end pace and everything was pretty much ideal, starting off with a 7:02, dropping to low 6:40s for a bit, then down to 6:30, 6:20 and two 6:11s to finish off.",,0,,,,fall06log.html
2006-08-31,2006,8,31,Thursday,35,fall,run,,(65),8.0,,"we went out to the arboretum today, had the whole group together. We kept it a little more relaxed today, just casual pace until the end where we picked it up slightly. Today wraps up what I officially consider my summer miles, and I am pleased with the total. At the beginning of the summer I was thinking 650 miles, but I topped that pretty easily while feeling really strong, and had a good time trial last week. Just gotta stay on top of things and hope this semester doesn't get to me too much, and I think this will be a pretty good last season.",lifting,0,,,,fall06log.html
2006-09-01,2006,9,1,Friday,35,fall,pre-meet,34.22,34:13,4.0,8.555,,,0,,,,fall06log.html
2006-09-02,2006,9,2,Saturday,35,fall,,,,7.0,,"A decent day overall; definitely another excellent day, teamwise. The group plan was to have Rachel lead the first mile then stay together coming down Bearcage , hitting 6:15 and 12:50, finishing up around 19:45. We did ok for the first bit, came through as a group in 6:19, passed up Finn and Hana just before the hill, and managed to keep together up through Bearcage, but we separated going up instead of coming down. Mile two was Maria, then Jacqui, then me in 12:52, and feeling pretty strong the whole way. I had the two of them in sight most of the way, losing them once in a while in the wilderness, but pretty soon I was losing focus and getting tired, and I lost them. Just before getting onto the field, though, Rachel came by me and I couldn't manage to go with her, ending up 4th.",2 mi wu/2 mi cd,1,"Alumni Meet, Franklin Park",5k,20:10,fall06log.html
2006-09-03,2006,9,3,Sunday,35,fall,long run,78.17,78:10,10.0,7.817,"started off on my own, wandering toward a bridge loop until I decided to turn around and run Fresh Pond. On my way, though, I crossed paths with Maria, so we went together, which probably turned out to be a good thing because I was really dogging it until we got together. We went out to Fresh Pond and came back through Harvard Square, then I added on a bit at the end. It was probably close to 10.5, but I'll write it as 10.",,0,,,,fall06log.html
2006-09-04,2006,9,4,Monday,36,fall,run,59.17,59:10,8.0,7.3963,"Fresh Pond again, this time back via Concord for variety. Felt pretty good, I got a nap in between runs today. Small bathroom break at Harvard Sq, but other than that we were moving ok",lifting,0,,,,fall06log.html
2006-09-04,2006,9,4,Monday,36,fall,run,,,3.0,,,,0,,,,fall06log.html
2006-09-05,2006,9,5,Tuesday,36,fall,run,59.27,59:16,8.0,7.4088,"arboretum. The group for now is Finn, Maria, Adrienne, Rachel, Jackie and myself, and we were joined today by Martha, who drove one of the vans. Time went by quickly today, we even figured out a different way to cross between the two halves, and the pace felt good all the way.",spring drills,0,,,,fall06log.html
2006-09-05,2006,9,5,Tuesday,36,fall,run,,,4.0,,,,0,,,,fall06log.html
2006-09-06,2006,9,6,Wednesday,36,fall,run,55.78,55:47,7.5,7.4373,Franklin Park. Wandered around a bit then finished up with the course backwards. Finished up strong.,,0,,,,fall06log.html
2006-09-07,2006,9,7,Thursday,36,fall,run,53.43,53:26,7.0,7.6329,"grass loops... started off slow (7:00), then dropped gradually down to finish up in 6:07 for 8 loops.",lifting,0,,,,fall06log.html
2006-09-08,2006,9,8,Friday,36,fall,pre-meet,,,3.0,,"easy run, i'm feeling a little rundown. I also got a tape job from the trainers before the run, for my heels (I've been having a little pain related to plantar fasciitis for the last couple of weeks), which was way too tight and ripped a whole bunch of blisters in my feet.",,0,,,,fall06log.html
2006-09-09,2006,9,9,Saturday,36,fall,,,,7.0,,,2 mi wu/2 mi cd,1,"Engineer's Cup, Franklin Park",5k,20:18,fall06log.html
2006-09-11,2006,9,11,Monday,37,fall,run,59.97,59:58,8.0,7.4962,"cooled off a lot from the weekend, a nice, steady paced run.",,0,,,,fall06log.html
2006-09-11,2006,9,11,Monday,37,fall,run,,,3.5,,,lifted in the morning since I have a 7pm meeting after practice today,0,,,,fall06log.html
2006-09-12,2006,9,12,Tuesday,37,fall,fartlek,66.28,66:17,8.5,7.7976,"Great run today. I took the morning off because I woke up with a HR of 46, which is high for me, although I think it was more due to the fact that the heat in the dorm seemed to have been on. I'll run tomorrow instead. I also had tight IT bands and a sore outer knee throughout the day, reminiscent of the troubles I was having over IAP. I took some Motrin, then heated and foamrolled right before practice, and didn't have any pain during the actual run though. Anyway, this afternoon was cool and perfect for running, especially a hard workout. Fartlek at the arboretum with Jacqui, Rachel, Adrienne and Finn. Warmed up 2 mi then started out to do what ended up being abotu 4.5 mi of 600-800m pickups. I took the first one and then after that there was a lot of good rotating and different people leading. I was able to hang with pretty much all of them, dropping back a bit on a long uphill one that Rachel led, although I did fine on the last few after that. Good, productive run overall.",,0,,,,fall06log.html
2006-09-13,2006,9,13,Wednesday,37,fall,run,64.37,64:22,8.5,7.5729,franklin park,ice bath,0,,,,fall06log.html
2006-09-13,2006,9,13,Wednesday,37,fall,run,,,3.5,,did yesterday's run today,,0,,,,fall06log.html
2006-09-14,2006,9,14,Thursday,37,fall,run,54.42,54:25,7.0,7.7743,"grass loops, 8 loops, mostly around the 6:50 range, dropping to 6:12 to finish off",lifting,0,,,,fall06log.html
2006-09-15,2006,9,15,Friday,37,fall,pre-meet,,,4.0,,,,0,,,,fall06log.html
2006-09-16,2006,9,16,Saturday,37,fall,,,,7.0,,"Pleased with the race overall. In retrospect, after talking to Rachel, I probably could have and should have stuck with the group a little longer. I got distracted by one of the front spikes on my right shoe, which for some weird reason I could feel digging into my big toe. It didn't hurt or anything, but I fell back just about the time I started feeling it, so I think I lost focus. Anyway, on the upside, I think this was the best third mile of any of my races so far. I spent most of it just ahead of a runner from Bates and while there were brief moments of ""what if she passes me?"" for the most part I stayed aggressive and confident and wound up with a decent kick to maintain my place. I also did pretty well on the hills, which in past years have really gotten the best of me. Teamwise is was a great day, everything went according to plan as we sat just behind Keene State for the entire first half of the race, only to pick them (and Bates) off in the woods for a 25-49-61 win.",2 mi wu/2 mi cd,1,"vs. Bates & Keene State, Twin Brook Park",5k,20:34,fall06log.html
2006-09-17,2006,9,17,Sunday,37,fall,long run,90.05,90:03,11.0,8.1864,Walden Pond with Finn and Adrienne,,0,,,,fall06log.html
2006-09-18,2006,9,18,Monday,38,fall,run,59.72,59:43,8.0,7.465,,"new lifting... mostly the same but higher weight, less reps",0,,,,fall06log.html
2006-09-18,2006,9,18,Monday,38,fall,run,,,3.5,,,,0,,,,fall06log.html
2006-09-19,2006,9,19,Tuesday,38,fall,intervals,,,7.5,,"4x1600, 400 jog recovery. 6:04, 6:06, 6:02, 6:06",,0,,,,fall06log.html
2006-09-19,2006,9,19,Tuesday,38,fall,run,,,3.0,,,,0,,,,fall06log.html
2006-09-20,2006,9,20,Wednesday,38,fall,run,58.5,58:30,7.0,8.3571,"Went to see the podiatrist today and got some arch supports, which I'm supposed to wear all the time. I am supposed to go back if I don't feel better in two weeks, so we'll see.",upper body lifting,0,,,,fall06log.html
2006-09-21,2006,9,21,Thursday,38,fall,pre-meet,,,4.0,,"Flew out to Ohio to run Pre-Nationals tomorrow, so after a long 10 hours of travel (which started at 5am), we drove over to the course to check it out. It's mostly flat but with long grass, and do to it not being marked yet, we had to backtrack a bit and went a little long. I'm super tired and stiff from both flying and not sleeping much the last two nights, but I don't think it'll matter for tomorrow.",,0,,,,fall06log.html
2006-09-22,2006,9,22,Friday,38,fall,,,,7.5,,"Whoa... incredible day teamwise! Over the course of the next day this has all slowly hit me... 4th place behind three nationally ranked teams and 7 points out of third is quite an accomplishment, and it's certainly realistic to plan on being back in November... So overnight rain wet down the course a bit but it didn't feel very slow or muddy, and I was feeling good on the warmup, much better than yesterday coming off of the plane. We got out well as a team with plenty of space across the first stretch, then settled in well over the first 800. At the mile mark, Hana, Rachel, Finn, Jen, Jacqui and I were all still rolling together, and someone called out 6:35 or so. On that flat course, though, there was no way that was right, and I also heard another coach a few meters back yelling something like ""6:15 for the full mile,"" or something like that, so I'm pretty sure splits are off. Anyway, we sped up in response to hearing that, but about half a mile past that point, I couldn't stay with the pack as they moved up. I'm not sure what it was, if it was just the lack of sleep over the week or if everyone else was just running amazingly. From there on I was on my own; there were points when I could see our runners but I never caught back up. All in all though, even though I fell back, I think it was a good race--I stayed in it mentally and I didn't let anyone pass me without a significant effort. In the end, I had a solid kick from about 800m out (partially inspired by the thought that I might not earn dinner, hah), and even managed to get back up on a few women who passed me, including three in the final stretch, and I'm happy with the way it all went.",2 mi wu/2 mi cd,1,"Pre-Nationals, Wilmington, OH",6k,23:56,fall06log.html
2006-09-23,2006,9,23,Saturday,38,fall,run,72.1,72:06,9.0,8.0111,"I am so beat... not the biggest fan of waking up at 5am every other day, with a race in between.",lunges,0,,,,fall06log.html
2006-09-24,2006,9,24,Sunday,38,fall,long run,102.6,1:42:36,12.5,8.208,"Since the top 7 aren't racing this weekend I felt like going out for a little longer today, and since I haven't been past Elliot since at least last track season, I figured a bridge loop wouldn't be too boring. Did Science Museum-Arsenal at a pretty relaxed pace about 8:10. I was (surprisingly) feeling fine physically, except that my left quad was all sore, and some little things (arches, knees) were a little achy. I guess I'm just getting old.",,0,,,,fall06log.html
2006-09-25,2006,9,25,Monday,39,fall,run,65.33,65:20,8.5,7.6859,"Arboretum. My quad is still sore although better after the AM run, and my arches/ankles are still hurting a bit on the twisty trails, I think from the arch supports. Hopefully that will go away as I get used to them though, the downhills just sucked a lot today.",lifting,0,,,,fall06log.html
2006-09-25,2006,9,25,Monday,39,fall,run,,,3.0,,"After going to bed at 8:30 last night, I woke up almost exactly 12 hours later and was feeling good on today's first run, although a little achy",,0,,,,fall06log.html
2006-09-26,2006,9,26,Tuesday,39,fall,intervals,,,7.0,,"Today was a ""make your own workout day."" The rules were that we had to run 6000m of total intervals in 22:35, with 33:25 to finish the entire workout. The interval length, pace and rest were all up to us. Rachel and I (the groups are shifting a bit) decided on 1200, 2x1600, 2x800 in 4:30 (2:30 rest), 6:05 (3:15), 6:05 (3:15), 2:55 (1:50), 2:55. I was feeling a little tight in the lower leg from my arch supports, but we ended up hitting every time either dead on or under, which was awesome. I definitely feel like I am at least in as good of shape as the end of last track season, if not in better shape than ever. Certainly one of my best workouts: 4:27 (2:21), 6:02 (3:12), 6:01 (3:25), 2:54 (1:55), 2:55.","2 mi wu, 1 mi cd",0,,,,fall06log.html
2006-09-27,2006,9,27,Wednesday,39,fall,run,,(62),8.0,,"franklin park, mostly by myself since Rachel has class until 5",,0,,,,fall06log.html
2006-09-27,2006,9,27,Wednesday,39,fall,run,,,3.0,,,,0,,,,fall06log.html
2006-09-28,2006,9,28,Thursday,39,fall,run,61.28,61:17,8.0,7.66,grass loops,lifting,0,,,,fall06log.html
2006-09-29,2006,9,29,Friday,39,fall,run,,(32),4.5,,"a decently paced run through Comm Ave and Beacon. Went a little longer than we intended, but it was ok since most of the group isn't racing tomorrow",,0,,,,fall06log.html
2006-09-30,2006,9,30,Saturday,39,fall,fartlek,,(32),6.5,,"Top 7 had this week off, but we went out to the meet with everyone to do a fartlek on the Mt. Holyoke course, which is going to be the NEWMAC course. The course is basically a 1.5 mile loop that we do twice, mostly flat but with two short, steep uphills and one short, really steep downhill. There are also a lot of twists and turns and unsure footing... should be a good championship meet. Anyway, Rachel and I ended up running just over 4 loops, with 6x600m fartleks thrown in. I lost Rachel on the last two a bit, my legs were just a little heavy today.",,0,,,,fall06log.html
2006-10-01,2006,10,1,Sunday,39,fall,run,59.35,59:21,8.0,7.4188,"was going to take today off but I'm taking tomorrow off for Yom Kippur, and I was actually feeling pretty energetic in the late afternoon. Took off around 1pm in the rain, rain around the Fens for a while before heading back down Comm Ave to the Longfellow bridge and around that way",lifting- did legs today and I'll squeeze in upper body tomorrow after I eat something,0,,,,fall06log.html
2006-10-03,2006,10,3,Tuesday,40,fall,intervals,,,6.5,,"Workout at Franklin Park: 2xmile (first mile, then the second) with 3:30 rest following each, then 3xwilderness with 2:00 rest. Target times were 6:05-6:08, 6:25-6:28, 3:05-3:08. My group today was Rachel and Adrienne, and starting out we tried to key off of Hana, Jen and Finn, staying 5 second back since their time was 6:00. They went out way too fast, though, and in the end we came through under 6, me being third at 5:58 after easing off a bunch at the end. I was relieved to hear such a fast time, though, because otherwise I would have been wondering why it felt so hard. The second mile was an attempt to find a middle ground between not dropping the pace too much and not going too far under the window, which was accomplished well in 6:21. By the time we got to the wilderness loops, I was feeling pretty flat, which is maybe a result of the Yom Kippur fast (I've never done a hard workout the day after, so I don't know), but I managed to keep it together mostly, running 3:08, 3:09, 3:09. All in all, it was a decent workout and a very encouraging one considering that I was able to run those times without feeling particularly zippy.",ice bath party,0,,,,fall06log.html
2006-10-03,2006,10,3,Tuesday,40,fall,run,,,3.0,,,,0,,,,fall06log.html
2006-10-04,2006,10,4,Wednesday,40,fall,run,71.85,71:51,8.5,8.4529,"aw... I was feeling dead today. Coach mentioned before we left that yesterday was pretty hard so we should go easy today, but I really didn't realize how hard yesterday was until we started moving today. If I could even call it moving. I was struggling just to hang with the others",,0,,,,fall06log.html
2006-10-04,2006,10,4,Wednesday,40,fall,aquajog,,,,,"felt like aquajogging to loosen up a bit... it felt good but it definitely got my heart rate up, which was surprising",,0,,,,fall06log.html
2006-10-05,2006,10,5,Thursday,40,fall,run,53.85,53:51,7.0,7.6929,"grass loops, nothing exciting, mostly casual pacing, until we dropped to 6-flat for the final lap","lifting during the day, to get to my 7pm presentation on time",0,,,,fall06log.html
2006-10-06,2006,10,6,Friday,40,fall,pre-meet,,,3.0,,,,0,,,,fall06log.html
2006-10-07,2006,10,7,Saturday,40,fall,,,,7.0,,"Long story short, we got an outside box and got pushed to nearly the back of the race coming across the field, which meant we had to fight pretty hard to get up to position by the first mile. From there, things pretty much went according to plan and I was working as hard as I could, coming through the mile in 5:57 and the two-mile in 12:33. After that, though, the extra effort at the start really took its toll, as I faded and struggled to maintain my composure. Even though cumulatively I passed people in every mile, there were definitely a lot of stretches (mostly the uphill ones) where 5, 6, 7 people passed me at a time. I got most of them back on the downhills, which were I think my strongest part of the race, but once it came down to the final 600 I was just getting sucked up and I was struggling to hang on. I mustered up one last burst in the final straightaway, passing two people and finishing with a just barely PR for the course (5 seconds). I think the amount of effort I put in, though was worth closer to 19:30, though, in a cleaner race. More specifically, though, the real issue was that I was pushing hard and being very aggressive, but I was not specfic enough in my commitments. I made it through the second mile of the race by reminding myself that I was obligated to help out my group even when I didn't feel good, and that gave me the motivation enough to try to keep Adrienne in sight, planning for a moment when I would feel good enough to move up to her. That moment never made itself perfectly clear, though, and I spent a good chunk of the race just 5-10m behind her, finishing only 6 seconds back. I think next time, I need to say ""ok, I will catch her by this point,"" and make it concrete. Not a bad day, though, but I've got more.",2 mi wu/2 mi cd,1,"New England Championships, Franklin Park",5k,19:39,fall06log.html
2006-10-08,2006,10,8,Sunday,40,fall,long run,95.78,1:35:47,12.0,7.9817,,,0,,,,fall06log.html
2006-10-09,2006,10,9,Monday,41,fall,run,,,3.0,,,lifting,0,,,,fall06log.html
2006-10-09,2006,10,9,Monday,41,fall,run,70.03,70:02,9.0,7.7811,"We have no official practice this week, except for tomorrow's workout and meeting up for lifting Monday and Thursday. I decided that I wanted to do the longer workout in the morning, so I ran out toward the BC reservoir. Thought I was moving pretty slow, but I got out to Chestnut Hill Ave. in 30 min, which I'm pretty sure is just shy of 4 mi. Kept going to the reservoir and went about 1/3 of the way around before turning back. Going around would have made it 9.5, not that the half mile would have killed me, but I just didn't want to go around. Ended up going out in 36 coming back in about 33, of course the mostly downhill helps.",,0,,,,fall06log.html
2006-10-10,2006,10,10,Tuesday,41,fall,intervals,,,7.0,,"Workout at FP. first mile, 2xwilderness, guys' fifth mile (essentially mile 2, but a little shorter), in 5:58-6:02, 3:06-3:08, then 5:46-5:49, with 3:00 after the mile and 2:00 after each wilderness. The last mile seemed ridiculously fast, but I guess since the guys run 8k, it's actually short of a mile, maybe by 15 seconds? Anyway, I didn't hit the last one at all, I was really just feeling sleepy more than anything. I don't know how to explain it, I'm not physically fatigued, but more than anything I'm just tired and I feel like I'd rather close my eyes than try to keep my head in a workout. I dunno, I'm going to try a new plan-- do less schoolwork. We'll see how long that lasts before I feel guilty or panicked, but whatever. 5:55, 3:06, 3:07, 6:02",,0,,,,fall06log.html
2006-10-11,2006,10,11,Wednesday,41,fall,run,76.23,76:14,10.0,7.623,"Went on my own today, and made today's run a little longer since I didn't do a second morning run this week. felt good to go for a longer run, although I'm probably going to take tomorrow off just to give myself a reasonable shot this Saturday",,0,,,,fall06log.html
2006-10-12,2006,10,12,Thursday,41,fall,aqua-jog,,(40),,,,lifting,0,,,,fall06log.html
2006-10-13,2006,10,13,Friday,41,fall,pre-meet,,,3.0,,,,0,,,,fall06log.html
2006-10-14,2006,10,14,Saturday,41,fall,,,,7.0,,"Don't know if it was the day in the pool Thursday or just a general coming around, but I felt good and fresh on the warmup today and was excited about the race. The course was awesome as well, a really beautiful run through wooded trails, with some decent sized hills but ones that made you feel good for working them, rather than sucking the life out of you. Anyway, got out well, for the first time in any workout or race this season I didn't feel like I was dying to hang on at the start (I'm not the type to warm up quickly). After a bit of jostling about I settled in with Adrienne and Erika in about 25th place, and the three of us came through a quick first mile (they read us 5:36, but the markers were off, still definitely a 5:50-5:55). About a mile and a half in, I moved right up next to Adrienne and Erika, then sort of unintentionally got ahead of them... I was feeling good though and with it being a short race, I decided to keep pressing. The second mile was the hilly one and all through the woods, and I spent most of the time going back and forth with a bunch of Williams girls-- I'd get a good gap on the downhills and they'd come back on the uphills. In the end, though, I came out ahead of about half of them, and just sort of hung on as much as I could have in the last half mile. Solid race overall, I held my own on a hilly course and even earned a candy bar by winning the ""smallest deviation and most people passed from mile 1 to finish"" contest.",2 mi wu/2.5 mi cd,1,"Plansky Invitational, Williamstown, MA",4k,15:48,fall06log.html
2006-10-15,2006,10,15,Sunday,41,fall,long run,88.0,88:00,11.0,8.0,"Betsy was in town visiting, so we met up and ran to Fresh Pond. We were moving at a comfortable but decent pace, probably faster than Betsy intended, but it felt good. Got back to campus and I added on around a grass loop plus some to make it 11",,0,,,,fall06log.html
2006-10-16,2006,10,16,Monday,42,fall,run,62.93,62:56,8.5,7.4035,"Footbridge/Sci museum with my new group, Adrienne, Erika and Jessie. Started off easy, then got moving a bit toward Western on the way out. Somewhere near the BU bridge, though, coming back (so only halfway through), we started really moving fast... I don't know exactly how or why it happened but we definitely had to be dropping something in the 7:15 range. I fell back a bit but was able to catch up at lights and stops and such, but I definitely would not have gone that fast on my own.",lifting,0,,,,fall06log.html
2006-10-17,2006,10,17,Tuesday,42,fall,intervals,,,6.5,,"2x1600, 2x800, with 300 rest after the 1600's and 200 between the 8's. Window: 5:55-5:59, 2:50-2:53. I was probably not properly intimidated by this workout, as the times were pretty fast and the rest was certainly short. I managed it ok regardless, though, just in the window on all of them. It wasn't super smooth or easy, but I got the job done. The difficulties might have come from the erratic sleep I'm getting right now (trying to make next week better) and the late lunch, but I'm happy with it anyway. Coach certainly was... we got a glowing email tonight. 5:56, 5:59, 2:50, 2:53",,0,,,,fall06log.html
